iter	Passed	Remaining
555	17709	14141
556	17737	14106
557	17763	14070
558	17789	14034
559	17815	13998
560	17843	13963
561	17871	13928
562	17897	13892
563	17928	13859
564	17959	13827
565	17987	13792
566	18018	13759
567	18046	13725
568	18077	13693
569	18106	13659
570	18136	13626
571	18164	13591
572	18187	13553
573	18215	13518
574	18241	13482
575	18271	13450
576	18297	13414
577	18324	13378
578	18353	13344
579	18387	13315
580	18416	13281
581	18444	13247
582	18471	13212
583	18500	13178
584	18526	13142
585	18553	13107
586	18582	13074
587	18613	13042
588	18644	13009
589	18671	12975
590	18701	12942
591	18731	12909
592	18762	12877
593	18787	12841
594	18814	12806
595	18842	12772
596	18869	12737
597	18898	12704
598	18927	12670
599	18953	12635
600	18977	12599
601	19015	12571
602	19052	12543
603	19077	12507
604	19105	12473
605	19130	12437
606	19160	12405
607	19189	12372
608	19218	12338
609	19245	12304
610	19272	12270
611	19300	12236
612	19329	12202
613	19355	12168
614	19383	12134
615	19411	12100
616	19437	12065
617	19467	12033
618	19493	11998
619	19521	11965
620	19545	11928
621	19573	11895
622	19602	11862
623	19632	11829
624	19663	11798
625	19690	11763
626	19719	11730
627	19748	11698
628	19777	11665
629	19806	11632
630	19834	11599
631	19860	11564
632	19888	11530
633	19915	11496
634	19944	11463
635	19975	11432
636	20005	11400
637	20035	11368
638	20064	11335
639	20095	11303
640	20118	11267
641	20145	11233
642	20171	11199
643	20200	11166
644	20230	11134
645	20259	11102
646	20286	11068
647	20316	11036
648	20342	11002
649	20371	10969
650	20398	10935
651	20430	10904
652	20462	10873
653	20497	10844
654	20524	10810
655	20552	10777
656	20580	10744
657	20608	10711
658	20636	10678
659	20670	10648
660	20694	10613
661	20722	10580
662	20752	10548
663	20777	10514
664	20807	10482
665	20834	10448
666	20863	10415
667	20890	10382
668	20912	10347
669	20939	10313
670	20969	10281
671	21002	10251
672	21030	10218
673	21052	10182
674	21081	10150
675	21113	10119
676	21144	10087
677	21171	10055
678	21200	10022
679	21227	9989
680	21255	9956
681	21284	9924
682	21315	9893
683	21342	9859
684	21371	9827
685	21399	9794
686	21422	9760
687	21448	9726
688	21476	9693
689	21508	9663
690	21538	9631
691	21567	9599
692	21595	9566
693	21621	9533
694	21648	9500
695	21676	9467
696	21707	9436
697	21738	9405
698	21764	9372
699	21791	9339
700	21819	9306
701	21853	9276
702	21889	9247
703	21925	9218
704	21952	9185
705	21981	9153
706	22007	9120
707	22037	9089
708	22067	9057
709	22090	9023
710	22113	8988
711	22138	8955
712	22162	8920
713	22185	8886
714	22216	8855
715	22243	8823
716	22268	8789
717	22301	8759
718	22328	8726
719	22354	8693
720	22381	8660
721	22408	8628
722	22436	8595
723	22465	8564
724	22491	8531
725	22514	8497
726	22543	8465
727	22572	8433
728	22600	8401
729	22629	8369
730	22656	8337
731	22684	8305
732	22717	8274
733	22746	8243
734	22774	8211
735	22802	8179
736	22833	8148
737	22860	8115
738	22888	8083
739	22915	8051
740	22946	8020
741	22975	7988
742	23004	7957
743	23035	7926
744	23066	7895
745	23091	7862
746	23123	7831
747	23151	7799
748	23176	7766
749	23204	7734
750	23233	7703
751	23260	7671
752	23295	7641
753	23325	7610
754	23352	7578
755	23379	7545
756	23406	7513
757	23433	7481
758	23462	7449
759	23491	7418
760	23520	7387
761	23548	7355
762	23576	7323
763	23604	7291
764	23630	7258
765	23661	7228
766	23688	7196
767	23715	7164
768	23742	7131
769	23775	7101
770	23802	7069
771	23828	7037
772	23853	7004
773	23880	6972
774	23907	6940
775	23968	6918
776	23998	6887
777	24025	6855
778	24059	6825
779	24089	6794
780	24120	6763
781	24147	6731
782	24176	6700
783	24205	6668
784	24234	6637
785	24267	6607
786	24295	6575
787	24321	6543
788	24349	6511
789	24377	6479
790	24403	6447
791	24428	6415
792	24454	6383
793	24485	6352
794	24511	6320
795	24538	6288
796	24567	6257
797	24594	6225
798	24622	6194
799	24651	6162
800	24677	6130
801	24710	6100
802	24749	6071
803	24782	6041
804	24811	6010
805	24839	5978
806	24868	5947
807	24901	5917
808	24932	5886
809	24965	5856
810	24993	5824
811	25025	5794
812	25055	5763
813	25083	5731
814	25111	5700
815	25138	5668
816	25164	5636
817	25193	5605
818	25220	5573
819	25252	5543
820	25281	5511
821	25306	5479
822	25342	5450
823	25371	5419
824	25399	5387
825	25428	5356
826	25458	5325
827	25487	5294
828	25516	5263
829	25546	5232
830	25574	5200
831	25601	5169
832	25627	5137
833	25653	5106
834	25679	5074
835	25709	5043
836	25735	5011
837	25762	4980
838	25792	4949
839	25824	4918
840	25854	4888
841	25884	4857
842	25913	4826
843	25941	4794
844	25970	4763
845	25997	4732
846	26025	4701
847	26057	4670
848	26085	4639
849	26110	4607
850	26134	4575
851	26163	4544
852	26196	4514
853	26229	4484
854	26256	4452
855	26284	4421
856	26311	4390
857	26342	4359
858	26366	4327
859	26392	4296
860	26422	4265
861	26450	4234
862	26476	4203
863	26502	4171
864	26533	4141
865	26558	4109
866	26590	4079
867	26620	4048
868	26645	4016
869	26671	3985
870	26697	3954
871	26730	3923
872	26757	3892
873	26789	3862
874	26820	3831
875	26850	3800
876	26880	3769
877	26911	3739
878	26941	3708
879	26970	3677
880	26997	3646
881	27026	3615
882	27056	3585
883	27084	3554
884	27119	3524
885	27149	3493
886	27177	3462
887	27207	3431
888	27233	3400
889	27261	3369
890	27288	3338
891	27317	3307
892	27345	3276
893	27374	3245
894	27401	3214
895	27427	3183
896	27462	3153
897	27489	3122
898	27519	3091
899	27551	3061
900	27582	3030
901	27610	2999
902	27650	2970
903	27690	2940
904	27721	2909
905	27747	2878
906	27776	2848
907	27801	2816
908	27829	2785
909	27857	2755
910	27887	2724
911	27920	2694
912	27948	2663
913	27975	2632
914	28004	2601
915	28035	2570
916	28062	2539
917	28091	2509
918	28118	2478
919	28150	2447
920	28180	2417
921	28208	2386
922	28238	2355
923	28266	2324
924	28295	2294
925	28325	2263
926	28354	2232
927	28385	2202
928	28416	2171
929	28445	2141
930	28475	2110
931	28506	2079
932	28535	2049
933	28562	2018
934	28593	1987
935	28622	1957
936	28648	1926
937	28676	1895
938	28706	1864
939	28737	1834
940	28766	1803
941	28795	1772
942	28822	1742
943	28850	1711
944	28879	1680
945	28910	1650
946	28942	1619
947	28974	1589
948	29007	1558
949	29031	1527
950	29057	1497
951	29091	1466
952	29126	1436
953	29159	1405
954	29189	1375
955	29213	1344
956	29242	1313
957	29270	1283
958	29300	1252
959	29331	1222
960	29361	1191
961	29390	1160
962	29419	1130
963	29447	1099
964	29475	1069
965	29507	1038
966	29535	1007
967	29567	977
968	29596	946
969	29626	916
970	29652	885
971	29684	855
972	29705	824
973	29731	793
974	29760	763
975	29789	732
976	29818	701
977	29844	671
978	29871	640
979	29903	610
980	29930	579
981	29962	549
982	29990	518
983	30017	488
984	30047	457
985	30075	427
986	30102	396
987	30128	365
988	30156	335
989	30187	304
990	30218	274
991	30243	243
992	30268	213
993	30299	182
994	30328	152
995	30355	121
996	30381	91
997	30411	60
998	30445	30
999	30472	0
